month,day,time,temperature,rel_hum,pressure,wind_dir,wind_speed,precipitation,conditions
6,7,3,32.6,0.4,1007.9,5,10.8,0.0,0
6,7,0,27.5,0.59,1008.0,5,6.5,0.0,0
6,6,21,24.0,0.66,1006.9,5,7.2,0.0,0
6,6,18,23.0,0.77,1006.1,5,6.1,0.0,0
6,6,15,27.0,0.59,1005.8,5,6.1,0.0,0
6,6,12,27.1,0.5,1004.2,5,6.5,0.0,0
6,6,9,33.9,0.27,1003.0,5,8.3,0.0,0
6,6,6,33.5,0.38,1003.8,7,7.9,0.0,0
6,6,3,31.2,0.4,1004.8,6,11.2,0.0,0
6,6,0,26.4,0.61,1005.0,5,10.1,0.0,0
6,5,21,19.9,0.98,1003.6,2,0.7,0.0,0
6,5,18,19.3,0.96,1003.0,2,0.0,0.0,0
6,5,15,20.8,0.93,1003.9,2,0.7,0.0,0
6,5,12,23.6,0.73,1002.6,2,0.0,0.0,0
6,5,9,30.5,0.46,1001.9,6,13.7,0.0,0
6,5,6,30.0,0.52,1003.3,6,11.9,0.0,0
6,5,3,27.8,0.5,1005.4,6,11.5,0.0,0
6,5,0,23.8,0.63,1005.8,6,8.6,0.0,0
6,4,21,17.4,0.95,1005.5,2,0.0,0.0,0
6,4,18,18.7,0.95,1005.7,6,1.1,0.0,0
6,4,15,19.6,0.87,1006.7,2,0.7,0.0,0
6,4,12,23.5,0.68,1005.9,6,4.7,0.0,0
6,4,9,27.5,0.48,1005.6,7,10.4,0.2,0
6,4,6,27.2,0.48,1007.6,7,7.9,0.2,0
6,4,3,25.3,0.59,1009.9,7,6.5,0.2,0
6,4,0,21.5,0.71,1010.8,8,2.9,1.0,0
6,3,21,15.9,0.98,1009.9,2,0.0,13.0,2
6,3,18,16.8,0.97,1010.4,2,0.0,16.2,2
6,3,15,18.5,0.94,1011.1,2,0.0,16.6,0
6,3,12,19.6,0.81,1011.0,0,0.0,2.0,1
6,3,9,21.7,0.74,1009.4,2,16.9,16.4,1
6,3,6,24.3,0.71,1008.7,2,10.8,16.4,0
6,3,3,23.3,0.73,1008.7,2,11.5,16.4,1
6,3,0,22.0,0.96,1007.2,3,14.4,15.6,1
6,2,21,24.2,0.95,1003.2,8,2.2,3.6,1
6,2,18,25.9,0.96,1003.6,2,0.0,0.4,1
6,2,15,28.0,0.8,1004.4,2,0.4,0.0,0
6,2,12,28.8,0.72,1003.0,6,5.8,0.0,0
6,2,9,31.8,0.62,1002.0,6,7.2,0.0,0
6,2,6,33.0,0.56,1003.0,6,7.6,0.0,0
6,2,3,31.9,0.53,1004.5,7,3.2,0.0,0
6,2,0,29.2,0.72,1004.4,5,8.6,0.0,0
6,1,21,24.3,0.96,1003.9,2,0.0,0.0,2
6,1,18,24.9,0.94,1003.9,2,0.0,0.0,0
6,1,15,26.2,0.88,1004.7,2,0.0,0.0,0
6,1,12,28.1,0.76,1003.9,0,0.0,0.0,0
6,1,9,33.0,0.47,1003.0,2,5.8,0.0,0
6,1,6,33.4,0.4,1004.2,2,10.8,0.0,0
6,1,3,31.4,0.57,1005.3,4,4.3,0.0,0
6,1,0,27.4,0.75,1005.3,4,5.4,0.0,0
7,31,21,27.5,0.98,996.8,2,0.0,0.0,2
7,31,18,28.2,0.96,997.4,2,0.0,0.0,2
7,31,15,29.1,0.9,997.7,2,0.0,0.0,0
7,31,12,31.6,0.79,996.7,2,0.0,0.0,0
7,31,9,36.2,0.53,995.7,8,7.2,0.0,0
7,31,6,35.6,0.55,997.2,8,4.7,0.0,0
7,31,3,34.0,0.62,998.7,7,6.5,0.0,0
7,31,0,31.2,0.71,998.9,6,6.8,0.0,0
7,30,21,26.1,0.97,997.6,2,0.0,0.0,2
7,30,18,26.2,0.96,997.7,2,0.0,0.0,2
7,30,15,27.2,0.9,998.1,2,0.0,0.0,0
7,30,12,30.1,0.74,997.4,2,0.0,0.0,0
7,30,9,35.4,0.5,996.2,7,5.0,0.0,0
7,30,6,34.8,0.51,997.8,6,7.9,0.0,0
7,30,3,33.2,0.55,999.4,7,9.7,0.0,0
7,30,0,30.6,0.75,999.9,5,3.2,0.0,0
7,29,21,25.1,0.97,998.9,2,0.0,0.0,2
7,29,18,25.9,0.96,999.5,2,0.0,0.0,0
7,29,15,26.9,0.91,1000.1,2,0.0,0.0,0
7,29,12,29.4,0.77,998.7,2,0.0,0.0,0
7,29,9,33.9,0.52,997.4,8,6.5,0.0,0
7,29,6,33.7,0.5,998.9,8,8.3,0.0,0
7,29,3,31.7,0.53,999.6,8,6.8,0.1,0
7,29,0,28.9,0.71,999.8,8,5.4,0.1,0
7,28,21,24.4,0.95,998.4,8,1.4,0.1,0
7,28,18,25.7,0.91,998.0,8,4.0,0.1,0
7,28,15,25.6,0.92,998.3,8,1.8,0.1,0
7,28,12,28.0,0.75,997.0,1,5.0,0.1,0
7,28,9,30.0,0.69,995.6,2,13.3,4.2,0
7,28,6,30.3,0.71,995.8,2,17.3,4.2,0
7,28,3,29.3,0.75,996.4,1,10.1,4.1,0
7,28,0,27.8,0.81,996.3,1,8.6,4.1,0
7,27,21,26.3,0.9,995.7,1,5.0,4.1,0
7,27,18,26.9,0.87,996.5,1,4.7,4.1,0
7,27,15,27.3,0.88,996.7,1,6.1,4.1,0
7,27,12,26.6,0.94,995.7,1,4.3,4.1,1
7,27,9,33.2,0.58,994.7,2,15.5,0.0,0
7,27,6,32.7,0.65,996.6,2,17.6,0.0,0
7,27,3,31.2,0.69,998.1,2,13.0,0.0,0
7,27,0,29.9,0.75,998.0,2,16.2,0.0,0
7,26,21,27.4,0.86,997.3,1,4.3,0.0,0
7,26,18,28.6,0.8,997.5,2,8.6,0.0,0
7,26,15,30.0,0.71,998.1,3,10.1,0.0,0
7,26,12,31.1,0.68,997.2,1,5.4,0.0,0
7,26,9,34.0,0.54,996.5,2,11.2,0.0,0
7,26,6,34.6,0.52,998.1,2,13.7,0.0,0
7,26,3,32.5,0.54,999.7,2,13.7,0.0,0
7,26,0,27.4,0.85,999.5,1,5.8,0.0,0
7,25,21,24.9,0.97,999.2,8,3.6,0.0,0
7,25,18,26.0,0.9,1000.2,8,2.9,0.0,0
7,25,15,29.0,0.72,1001.4,3,9.0,0.0,0
7,25,12,31.2,0.59,1000.2,3,11.2,0.0,0
7,25,9,34.2,0.5,1000.0,2,11.2,0.0,0
7,25,6,33.8,0.52,1001.3,2,14.4,0.0,0
7,25,3,31.8,0.63,1003.3,2,12.6,0.0,0
7,25,0,28.6,0.78,1003.4,3,9.4,0.0,0
7,24,21,26.2,0.86,1002.9,2,2.2,0.0,0
7,24,18,25.9,0.87,1002.8,1,3.2,0.0,0
7,24,15,28.0,0.7,1003.8,4,5.8,0.0,0
7,24,12,30.9,0.62,1002.2,3,13.7,0.1,0
7,24,9,34.1,0.52,1001.0,3,15.1,0.1,0
7,24,6,33.3,0.54,1002.9,2,11.5,1.1,0
7,24,3,33.0,0.58,1003.9,3,10.1,1.1,0
7,24,0,30.0,0.72,1004.1,2,8.6,1.1,0
7,23,21,27.3,0.86,1003.1,3,6.5,1.1,0
7,23,18,27.9,0.84,1003.3,3,4.0,1.1,0
7,23,15,28.8,0.84,1003.4,3,10.1,1.1,0
7,23,12,29.4,0.81,1001.9,2,5.8,1.0,0
7,23,9,30.0,0.75,1001.9,2,13.0,1.0,1
7,23,6,34.0,0.55,1002.9,5,4.7,0.0,0
7,23,3,32.5,0.62,1004.2,3,8.3,0.0,0
7,23,0,28.3,0.81,1004.4,3,9.4,0.0,0
7,22,21,27.3,0.86,1003.1,2,4.3,0.0,0
7,22,18,27.2,0.9,1003.2,2,0.0,0.0,0
7,22,15,29.7,0.75,1003.9,3,10.1,0.0,0
7,22,12,31.8,0.62,1002.1,3,4.7,0.0,0
7,22,9,35.1,0.46,1001.9,3,12.2,0.0,0
7,22,6,34.7,0.51,1002.8,5,9.0,0.0,0
7,22,3,33.1,0.56,1004.3,5,9.0,0.0,0
7,22,0,30.5,0.72,1004.2,4,10.8,0.0,0
7,21,21,26.1,0.96,1003.3,2,0.0,0.0,0
7,21,18,27.4,0.88,1004.1,3,4.0,0.0,0
7,21,15,29.1,0.75,1004.8,3,6.1,0.0,0
7,21,12,32.0,0.66,1004.0,3,12.2,0.0,0
7,21,9,35.0,0.53,1002.2,6,5.8,0.0,0
7,21,6,35.0,0.56,1003.7,5,7.9,0.0,0
7,21,3,33.0,0.65,1005.2,5,10.8,0.0,0
7,21,0,30.6,0.75,1005.3,4,11.2,0.0,0
7,20,21,26.2,0.97,1004.0,2,0.0,0.0,0
7,20,18,27.4,0.94,1004.4,2,0.0,0.0,0
7,20,15,29.4,0.81,1005.2,5,1.4,0.0,0
7,20,12,29.5,0.89,1004.4,2,0.0,0.0,2
7,20,9,31.1,0.74,1003.0,1,3.6,0.0,0
7,20,6,33.9,0.55,1004.3,5,9.7,0.0,0
7,20,3,32.0,0.69,1006.1,5,7.2,0.0,0
7,20,0,28.1,0.89,1005.9,5,7.2,0.0,2
7,19,21,25.6,0.98,1004.5,2,0.0,0.2,2
7,19,18,26.5,0.97,1004.2,2,0.0,7.0,2
7,19,15,26.6,0.97,1005.0,2,0.0,24.2,2
7,19,12,28.7,0.85,1004.2,2,0.0,24.2,0
7,19,9,29.9,0.76,1003.2,5,5.0,26.6,0
7,19,6,29.0,0.8,1003.9,6,14.4,14.0,0
7,19,3,29.8,0.8,1005.2,6,10.4,41.2,0
7,19,0,26.5,0.97,1004.7,2,0.7,41.2,2
7,18,21,25.3,0.99,1003.4,2,0.0,41.0,1
7,18,18,25.3,0.99,1003.5,2,0.0,34.2,1
7,18,15,25.5,0.96,1004.2,5,2.9,17.0,0
7,18,12,25.9,0.95,1003.3,6,6.1,17.0,0
7,18,9,25.8,0.96,1002.0,8,6.8,14.6,1
7,18,6,30.1,0.76,1002.3,5,7.6,0.0,0
7,18,3,28.8,0.8,1004.6,5,2.2,0.0,0
7,18,0,26.4,0.93,1004.2,5,5.4,2.1,2
7,17,21,24.7,0.98,1003.2,2,0.0,8.9,2
7,17,18,24.6,0.98,1003.5,2,0.0,8.9,2
7,17,15,25.2,0.96,1004.7,2,0.0,8.9,0
7,17,12,26.6,0.87,1002.9,6,7.2,4.0,0
7,17,9,26.9,0.86,1002.3,6,12.2,8.9,0
7,17,6,28.0,0.81,1003.7,7,6.8,8.9,0
7,17,3,26.2,0.94,1005.5,7,2.9,8.9,1
7,17,0,25.7,0.94,1005.1,7,4.7,6.8,1
7,16,21,26.2,0.92,1004.0,2,0.7,0.0,0
7,16,18,26.4,0.83,1004.6,2,0.0,0.0,0
7,16,15,29.3,0.9,1006.0,8,4.0,0.0,2
7,16,12,31.0,0.82,1004.8,2,0.0,0.0,0
7,16,9,35.1,0.57,1004.3,7,3.2,0.0,0
7,16,6,33.6,0.65,1005.4,6,6.8,0.0,0
7,16,3,33.3,0.65,1007.3,5,4.0,0.0,0
7,16,0,30.4,0.82,1006.9,5,4.0,0.0,0
7,15,21,28.0,0.93,1005.8,2,0.0,0.0,0
7,15,18,27.7,0.92,1005.5,2,0.0,0.0,0
7,15,15,28.6,0.89,1006.1,2,0.0,0.0,0
7,15,12,31.8,0.69,1005.2,0,0.0,0.0,0
7,15,9,36.1,0.49,1003.7,7,9.4,0.0,0
7,15,6,35.6,0.53,1005.1,6,14.0,0.0,0
7,15,3,34.6,0.57,1005.7,7,11.9,0.0,0
7,15,0,32.4,0.64,1005.2,6,9.4,0.0,0
7,14,21,31.1,0.67,1004.3,6,7.2,0.0,0
7,14,18,31.8,0.67,1003.2,6,6.8,0.0,0
7,14,15,29.5,0.87,1004.2,6,1.4,0.0,0
7,14,12,32.6,0.68,1002.3,7,3.6,0.0,0
7,14,9,36.2,0.51,1001.7,6,10.4,0.0,0
7,14,6,35.6,0.5,1002.8,6,18.0,0.0,0
7,14,3,34.2,0.56,1003.2,7,17.3,0.0,0
7,14,0,31.9,0.62,1002.8,6,13.3,0.0,0
7,13,21,30.8,0.67,1001.6,6,7.6,0.0,0
7,13,18,30.9,0.7,1001.1,6,6.1,1.9,0
7,13,15,30.3,0.78,1001.3,5,6.5,6.3,0
7,13,12,31.3,0.73,1000.4,5,6.8,6.3,0
7,13,9,32.9,0.61,1000.1,6,12.6,6.3,0
7,13,6,30.6,0.71,1001.2,7,19.8,6.3,0
7,13,3,30.5,0.67,1002.4,6,27.7,6.3,0
7,13,0,30.5,0.7,1000.6,7,15.8,6.3,0
7,12,21,27.5,0.87,999.5,6,12.6,6.3,0
7,12,18,26.5,0.97,1000.4,2,3.6,4.4,1
7,12,15,32.7,0.62,999.8,6,13.0,0.0,0
7,12,12,31.6,0.75,1000.3,2,0.7,0.0,0
7,12,9,33.9,0.62,1000.6,7,4.7,0.0,0
7,12,6,34.3,0.55,1001.7,7,18.4,0.0,0
7,12,3,31.2,0.65,1002.9,7,16.2,0.0,1
7,12,0,30.8,0.64,1003.1,6,14.8,0.0,0
7,11,21,30.8,0.61,1002.6,6,11.5,0.0,0
7,11,18,30.9,0.63,1002.6,6,9.4,0.0,0
7,11,15,32.4,0.59,1002.9,6,12.6,0.0,0
7,11,12,32.8,0.62,1003.0,6,9.4,0.0,0
7,11,9,34.4,0.58,1002.6,7,10.4,0.0,0
7,11,6,33.8,0.55,1003.9,6,16.9,0.0,0
7,11,3,32.1,0.65,1005.7,6,14.4,0.0,0
7,11,0,31.4,0.64,1005.3,6,13.3,0.0,0
7,10,21,30.3,0.69,1004.3,6,8.6,0.0,0
7,10,18,29.3,0.82,1005.3,5,6.1,0.0,0
7,10,15,28.0,0.93,1006.1,2,0.0,0.0,0
7,10,12,29.9,0.85,1005.1,2,0.0,0.0,0
7,10,9,33.4,0.6,1004.6,6,8.3,0.0,0
7,10,6,33.3,0.6,1005.1,7,15.8,0.0,0
7,10,3,32.3,0.66,1005.5,6,15.1,0.0,0
7,10,0,30.0,0.75,1005.2,6,9.0,0.0,0
7,9,21,29.0,0.82,1004.5,5,6.1,0.0,0
7,9,18,28.6,0.86,1004.4,6,2.2,0.0,0
7,9,15,29.7,0.78,1004.9,6,7.9,0.0,0
7,9,12,30.0,0.77,1004.6,7,10.1,0.0,0
7,9,9,31.4,0.69,1004.7,7,12.6,0.0,0
7,9,6,32.9,0.64,1004.9,7,17.3,0.0,0
7,9,3,31.2,0.74,1005.5,7,13.0,0.7,0
7,9,0,29.3,0.77,1005.4,6,11.2,0.7,0
7,8,21,27.4,0.87,1004.9,6,7.6,0.7,0
7,8,18,25.8,0.93,1005.4,4,1.1,0.7,0
7,8,15,26.8,0.89,1006.3,6,6.8,3.0,0
7,8,12,28.0,0.82,1006.3,6,4.0,3.0,0
7,8,9,29.3,0.87,1004.6,6,9.4,3.0,2
7,8,6,29.8,0.87,1007.5,8,8.3,3.0,1
7,8,3,30.2,0.78,1007.5,7,9.0,2.3,0
7,8,0,28.9,0.88,1006.5,6,6.8,2.4,0
7,7,21,26.6,0.99,1005.8,2,0.7,2.4,2
7,7,18,26.3,0.98,1006.3,2,0.0,2.4,2
7,7,15,27.6,0.91,1006.8,6,3.2,0.1,1
7,7,12,28.0,0.9,1005.9,2,0.0,0.1,0
7,7,9,31.9,0.69,1005.2,1,7.6,0.1,0
7,7,6,30.9,0.7,1006.5,1,10.8,0.1,0
7,7,3,30.9,0.79,1007.0,1,10.8,0.1,0
7,7,0,28.4,0.96,1005.9,2,0.0,0.0,2
7,6,21,25.6,0.99,1005.0,2,0.0,0.0,2
7,6,18,26.0,0.99,1004.3,2,0.0,0.0,2
7,6,15,26.7,0.97,1005.8,2,0.0,0.0,2
7,6,12,28.7,0.93,1004.3,2,0.0,0.0,2
7,6,9,31.1,0.78,1003.1,1,5.0,0.3,0
7,6,6,31.5,0.77,1003.7,8,4.7,9.5,0
7,6,3,30.4,0.85,1004.9,7,4.0,22.4,2
7,6,0,25.7,0.99,1004.7,3,2.2,24.0,2
7,5,21,25.2,0.99,1003.8,2,0.0,24.0,2
7,5,18,25.3,0.99,1004.6,2,0.7,24.0,2
7,5,15,25.6,0.98,1005.6,2,0.0,24.0,2
7,5,12,25.7,0.97,1005.4,4,2.5,24.0,2
7,5,9,26.2,0.98,1004.5,2,2.9,23.7,1
7,5,6,27.2,0.96,1004.7,3,5.0,14.5,2
7,5,3,27.5,0.93,1005.9,2,0.0,1.6,1
7,5,0,26.5,0.93,1005.8,3,5.4,0.1,2
7,4,21,25.1,0.97,1004.9,2,0.0,0.1,0
7,4,18,25.4,0.98,1005.3,2,0.4,0.1,2
7,4,15,25.7,0.97,1006.1,2,0.0,0.1,2
7,4,12,26.0,0.94,1005.2,0,0.0,0.2,0
7,4,9,26.3,0.9,1004.9,2,2.9,0.1,0
7,4,6,25.5,0.96,1005.4,8,5.0,0.5,2
7,4,3,25.7,0.97,1005.2,1,2.2,0.5,1
7,4,0,25.7,0.94,1004.7,2,0.0,0.4,2
7,3,21,25.1,0.97,1003.7,2,0.0,0.7,2
7,3,18,25.0,0.97,1003.7,2,0.0,1.0,2
7,3,15,25.1,0.96,1004.4,2,0.0,1.1,1
7,3,12,26.2,0.84,1003.4,6,1.8,2.7,1
7,3,9,27.5,0.79,1002.4,2,0.0,6.4,0
7,3,6,29.9,0.65,1002.9,3,6.1,9.6,0
7,3,3,26.7,0.82,1003.3,3,9.7,10.1,0
7,3,0,25.2,0.89,1002.5,3,4.0,10.1,1
7,2,21,24.5,0.97,1001.0,2,6.1,9.8,0
7,2,18,25.5,0.98,1000.1,1,2.9,9.5,1
7,2,15,26.2,0.97,1000.8,8,1.8,13.3,0
7,2,12,26.3,0.98,999.2,7,5.4,18.1,1
7,2,9,26.4,0.97,998.5,6,5.8,17.5,1
7,2,6,27.5,0.91,998.8,5,10.8,22.1,0
7,2,3,26.9,0.94,1000.8,6,11.2,22.9,1
7,2,0,26.1,0.96,1001.3,4,4.3,24.3,2
7,1,21,25.4,0.98,1000.3,5,3.2,24.6,2
7,1,18,25.3,0.98,1000.5,5,6.5,24.6,2
7,1,15,25.3,0.99,1001.3,4,6.1,20.7,1
7,1,12,25.2,0.98,1000.5,4,10.8,28.0,1
7,1,9,25.6,0.96,999.5,4,7.2,11.2,1
7,1,6,26.1,0.94,1000.7,5,10.8,6.0,1
7,1,3,26.7,0.89,1001.5,4,11.2,1.7,1
7,1,0,26.2,0.95,1002.2,5,6.5,0.3,1
8,31,21,25.2,0.91,1010.4,3,9.7,0.0,0
8,31,18,27.5,0.89,1009.8,3,6.8,0.0,0
8,31,15,27.5,0.93,1009.9,2,2.2,0.0,0
8,31,12,28.5,0.91,1009.7,2,0.0,0.0,2
8,31,9,35.9,0.49,1008.8,7,4.0,0.0,0
8,31,6,36.0,0.51,1009.5,8,8.6,0.0,0
8,31,3,34.3,0.57,1010.6,6,9.4,0.0,0
8,31,0,30.7,0.78,1010.3,5,5.0,0.0,0
8,30,21,26.1,0.97,1009.4,2,0.0,0.0,0
8,30,18,26.8,0.96,1009.4,2,0.0,0.0,2
8,30,15,27.3,0.96,1010.1,2,0.0,0.0,0
8,30,12,28.9,0.9,1009.7,2,0.0,0.0,0
8,30,9,34.8,0.52,1008.4,7,5.8,0.0,0
8,30,6,35.0,0.53,1009.2,7,13.3,0.0,0
8,30,3,33.8,0.57,1011.1,6,12.6,0.0,0
8,30,0,28.7,0.84,1010.8,5,7.9,0.0,0
8,29,21,25.9,0.92,1009.9,5,2.5,0.0,0
8,29,18,26.6,0.91,1009.7,5,4.0,0.0,0
8,29,15,27.2,0.91,1010.6,5,2.5,0.0,0
8,29,12,29.0,0.87,1009.5,5,6.8,0.0,0
8,29,9,33.6,0.59,1008.6,7,3.6,0.0,0
8,29,6,33.1,0.6,1009.1,7,7.2,0.0,0
8,29,3,30.8,0.74,1011.2,5,9.7,0.0,0
8,29,0,25.6,0.98,1011.0,2,0.0,0.0,2
8,28,21,23.3,0.99,1009.8,2,0.0,0.0,2
8,28,18,23.5,0.99,1009.6,2,0.0,0.0,2
8,28,15,24.1,0.98,1011.4,2,0.0,0.0,2
8,28,12,25.3,0.94,1011.2,2,0.0,0.0,0
8,28,9,28.5,0.71,1010.5,7,2.2,0.0,0
8,28,6,28.1,0.74,1011.9,5,9.0,0.0,0
8,28,3,26.1,0.74,1013.4,6,5.0,0.0,0
8,28,0,23.4,0.93,1012.9,2,0.0,0.1,0
8,27,21,22.1,0.98,1012.5,2,0.0,3.6,2
8,27,18,21.9,0.98,1013.0,2,0.0,3.6,0
8,27,15,22.1,0.95,1013.8,2,0.0,3.6,0
8,27,12,22.4,0.91,1013.7,0,0.0,0.2,0
8,27,9,23.8,0.82,1012.6,2,0.7,3.6,0
8,27,6,23.2,0.85,1013.7,1,4.3,3.6,0
8,27,3,22.3,0.9,1015.1,2,4.3,4.2,0
8,27,0,20.4,0.98,1014.3,8,1.8,5.0,1
8,26,21,20.6,0.94,1012.7,1,6.8,1.5,0
8,26,18,21.0,0.93,1012.8,1,1.8,1.5,0
8,26,15,21.5,0.9,1013.3,2,9.4,1.5,0
8,26,12,22.6,0.87,1012.6,1,4.7,1.5,0
8,26,9,23.7,0.81,1011.1,3,10.4,1.6,0
8,26,6,23.9,0.83,1011.9,2,8.3,1.6,0
8,26,3,21.8,0.96,1012.3,2,10.1,1.0,1
8,26,0,25.0,0.82,1010.9,2,12.2,0.1,0
8,25,21,25.4,0.98,1010.2,2,4.3,0.1,1
8,25,18,25.4,0.98,1010.0,2,0.0,0.1,2
8,25,15,25.7,0.96,1010.3,2,0.0,0.1,1
8,25,12,26.3,0.94,1008.8,2,0.0,0.1,1
8,25,9,27.9,0.83,1008.3,7,1.8,0.0,1
8,25,6,29.4,0.73,1007.8,6,4.3,0.0,0
8,25,3,27.9,0.79,1008.8,6,8.6,0.7,0
8,25,0,25.4,0.92,1008.1,5,6.5,3.0,2
8,24,21,22.3,0.98,1006.8,2,0.0,20.0,2
8,24,18,23.7,0.97,1006.9,6,1.4,48.3,2
8,24,15,25.0,0.92,1007.1,6,7.9,96.8,0
8,24,12,25.1,0.93,1004.9,7,5.0,97.8,0
8,24,9,26.8,0.83,1004.0,7,6.8,97.8,0
8,24,6,25.0,0.94,1004.5,7,3.6,96.0,1
8,24,3,23.5,0.97,1004.8,2,0.0,97.1,1
8,24,0,22.7,0.98,1004.0,4,8.3,94.8,1
8,23,21,22.3,0.99,1003.2,3,10.8,77.8,1
8,23,18,23.2,0.99,1003.6,3,7.2,49.5,1
8,23,15,25.5,0.87,1003.3,3,11.9,1.0,1
8,23,12,25.8,0.88,1002.6,2,4.7,0.0,0
8,23,9,27.5,0.79,1001.4,2,7.2,0.0,0
8,23,6,30.3,0.81,1001.6,1,11.9,0.0,1
8,23,3,32.0,0.74,1002.2,7,6.5,0.0,0
8,23,0,30.1,0.89,1001.8,2,4.0,0.0,0
8,22,21,29.5,0.83,1000.0,6,4.7,0.0,0
8,22,18,29.5,0.87,1000.9,5,5.0,0.0,0
8,22,15,29.6,0.88,1002.2,5,3.2,0.0,0
8,22,12,30.2,0.81,1001.5,5,6.1,0.0,0
8,22,9,32.9,0.69,1000.2,5,8.6,0.0,0
8,22,6,35.0,0.57,1002.3,6,11.9,0.0,0
8,22,3,32.4,0.76,1003.7,5,12.2,0.0,0
8,22,0,29.2,0.91,1004.5,5,6.8,0.0,2
8,21,21,27.2,0.96,1002.7,5,4.3,0.0,2
8,21,18,26.3,0.98,1003.9,2,0.0,0.0,2
8,21,15,26.8,0.97,1005.6,2,0.0,0.0,2
8,21,12,27.8,0.92,1004.7,2,0.0,0.0,0
8,21,9,32.2,0.65,1004.1,5,2.5,3.2,0
8,21,6,31.7,0.69,1005.5,3,4.3,6.6,0
8,21,3,30.0,0.76,1007.1,4,6.5,6.6,0
8,21,0,26.4,0.95,1006.8,2,0.0,6.6,0
8,20,21,25.6,0.99,1005.4,2,0.0,6.6,0
8,20,18,25.6,0.98,1005.6,2,0.0,6.6,2
8,20,15,25.8,0.98,1006.9,2,0.0,6.6,0
8,20,12,25.5,0.98,1005.1,2,6.5,6.6,0
8,20,9,26.1,0.96,1004.8,1,10.8,3.4,1
8,20,6,32.9,0.68,1003.7,7,6.5,18.0,0
8,20,3,32.8,0.71,1004.9,6,12.6,18.0,0
8,20,0,29.2,0.82,1005.3,5,10.8,18.0,0
8,19,21,26.3,0.98,1004.2,5,4.3,18.0,0
8,19,18,26.2,0.98,1005.2,2,0.7,18.0,0
8,19,15,26.5,0.97,1006.4,6,1.1,18.0,0
8,19,12,27.7,0.89,1005.7,5,5.0,18.0,0
8,19,9,28.2,0.92,1005.4,4,7.2,18.0,1
8,19,6,33.6,0.64,1005.9,4,5.4,0.0,0
8,19,3,31.4,0.68,1007.9,6,9.4,0.0,0
8,19,0,29.2,0.75,1007.2,4,6.8,0.0,0
8,18,21,25.5,0.98,1006.4,2,0.0,0.0,2
8,18,18,26.9,0.94,1006.8,2,0.0,0.0,0
8,18,15,27.8,0.89,1007.7,3,3.2,0.0,0
8,18,12,28.7,0.88,1006.6,2,0.7,0.0,0
8,18,9,33.3,0.55,1006.1,3,7.2,0.0,0
8,18,6,32.5,0.61,1007.4,3,6.5,0.0,0
8,18,3,30.4,0.71,1009.5,4,4.3,0.0,0
8,18,0,27.1,0.92,1009.3,4,4.7,0.0,0
8,17,21,26.0,0.96,1008.5,2,0.0,0.0,0
8,17,18,26.1,0.96,1008.6,2,0.0,0.0,0
8,17,15,27.1,0.92,1009.8,5,7.2,0.0,0
8,17,12,28.4,0.91,1008.9,2,0.0,0.0,0
8,17,9,31.6,0.64,1007.7,8,1.4,2.2,0
8,17,6,30.3,0.73,1009.0,4,3.6,2.4,0
8,17,3,28.7,0.82,1011.6,3,4.0,3.8,2
8,17,0,26.1,0.95,1011.1,4,2.9,5.8,2
8,16,21,24.6,0.99,1010.5,2,0.7,5.9,2
8,16,18,24.7,0.99,1011.1,2,0.0,6.0,2
8,16,15,25.2,0.99,1011.7,2,0.7,6.0,2
8,16,12,25.4,0.98,1011.3,2,0.0,6.0,1
8,16,9,26.6,0.94,1010.8,2,0.0,3.9,1
8,16,6,26.6,0.92,1011.2,2,1.8,6.0,1
8,16,3,26.3,0.89,1012.4,2,0.0,4.7,0
8,16,0,24.6,0.98,1012.4,2,0.0,2.7,1
8,15,21,24.5,0.99,1011.4,2,0.0,2.7,2
8,15,18,24.4,0.99,1011.6,2,0.0,3.3,1
8,15,15,24.2,0.98,1011.6,2,0.0,3.9,2
8,15,12,24.6,0.97,1010.4,2,0.0,4.0,2
8,15,9,25.2,0.91,1010.0,2,0.0,4.0,1
8,15,6,25.7,0.93,1010.3,2,0.0,2.6,1
8,15,3,26.6,0.82,1010.8,6,1.8,2.5,0
8,15,0,24.0,0.96,1009.8,4,1.8,2.5,1
8,14,21,23.0,0.99,1008.7,2,0.0,3.8,2
8,14,18,23.0,0.98,1008.5,2,0.0,9.6,1
8,14,15,23.2,0.98,1008.6,2,0.0,14.4,2
8,14,12,23.6,0.98,1007.5,2,0.0,19.2,2
8,14,9,23.8,0.97,1007.3,2,3.2,19.3,1
8,14,6,24.2,0.93,1007.6,3,5.0,19.0,1
8,14,3,23.4,0.94,1008.1,3,10.1,20.1,1
8,14,0,22.0,0.98,1007.5,3,11.5,23.8,1
8,13,21,21.4,0.99,1006.2,3,9.4,23.2,1
8,13,18,21.2,0.98,1006.2,3,11.9,17.3,1
8,13,15,21.5,0.98,1006.5,2,6.8,13.4,1
8,13,12,22.3,0.9,1005.2,3,3.6,12.0,0
8,13,9,21.5,0.97,1004.5,2,15.8,8.3,2
8,13,6,22.7,0.97,1003.9,2,15.5,7.8,1
8,13,3,23.3,0.97,1003.9,3,10.8,10.7,1
8,13,0,24.2,0.98,1003.4,3,5.4,7.2,1
8,12,21,24.0,0.98,1003.1,3,4.3,9.7,1
8,12,18,24.4,0.97,1003.8,3,4.0,9.1,1
